Q330,VARC,PARAGRAPH COMPLETION,Paragraph Completion,Select the best choice to make the passage complete and coherent.,"Throughout history, people had little need to know their strengths. The accident of birth, and status was enough to determine one's work. The peasant's son would also be a peasant; an artisan's daughter, an artisan's wife and so on. But now people have choices. (...)",The only way to discover your strengths is through feedback analysis.,Feedback will show what you are doing or failing to do that deprives you of the full benefits of your strengths.,We need to know our strengths in order to know where we belong.,Put yourself where your strengths can produce tangible results.,,C,Very Easy
Q331,VARC,PARAGRAPH COMPLETION,Paragraph Completion,Select the best choice to make the passage complete and coherent.,"The first thing to know is whether you are a reader or a listener. Far too few people even know that there are readers and listeners and that people are rarely both. Even fewer know which of the two are they themselves are. But some examples can show how damaging such ignorance can be. When Dwight Eisenhower was Supreme Commander of the Allied forces in Europe, he was the darling of the press. ______ Ten years later, the same journalists who had been his admirers held President Eisenhower in open contempt.","His press conferences were famous for their style-General Eisenhower showed total command of whatever question he was asked, and he was able to describe a situation and explain a policy in two or three beautifully polished and elegant sentences.","When he was Supreme Commander in Europe, his aides made sure that every question from the press was presented in writing at least half an hour before a conference was to begin. And then Eisenhower was in total command.","When he became President, he succeeded two listeners, Franklin D. Roosevelt and Harry Truman. Eisenhower may have felt that he had to do what his two predecessors had done.",,,A,Very Easy
Q332,VARC,PARAGRAPH COMPLETION,Paragraph Completion,Select the best choice to make the passage complete and coherent.,"In practice we have tacitly agreed, as a rule, to fall back on what is, in truth, a convention. The essence of this convention- though it does not, of course, work out quite simply-lies in assuming that the existing state of affairs will continue indefinitely, except in so far as we have specific reasons to expect a change. ______We know from extensive experience that this is most unlikely.",This does not mean that we really believe that the existing state of affairs will continue indefinitely.,The actual results of an investment over a long term of years very seldom agree with the initial expectation.,Nor can we rationalize our behaviour by arguing that to a man in a state of ignorance errors in either direction are equal probable.,It is worth noting that an expectation of a future fall in the rate of interest will have the effect of lowering the schedule of the marginal efficiency of capital; since it means that the output from equipment produced today will have to compete during part of its life with the output from equipment which is content with a lower return.,,A,Very Easy
Q333,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,Choose the most logical order of sentences to construct a coherent paragraph.,"A. To, much of the Labour movement, it symbolizes the brutality of the upper classes.\nB. And to everybody watching, the current mess over foxhunting symbolises the government's weakness.\nC. To foxhunting's supporters, Labours 1991 manifesto commitment to ban it symbolises the party's metropolitan roots and hostility to the countryside.\nD. Small issues sometimes have large symbolic power.\nE. To those who enjoy thundering across the countryside in red coats after foxes, foxhunting symbolises the ancient roots of rural lives.",DEACB,ECDBA,CEADB,DBAEC,,A,Easy
Q334,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,Choose the most logical order of sentences to construct a coherent paragraph.,"A. In the case of King Merolchazzar's courtship of the Princess of the Outer Isles, there occurs a regrettable hitch.\nB. She acknowledges the gifts, but no word of a meeting date follows.\nC. The monarch, hearing good reports of a neighbouring princess, dispatches messengers with gifts to her court, beseeching an interview.\nD. The princess names a date, and a formal meeting takes place; after that everything buzzes along pretty smoothly.\nE. Royal love affairs in olden days were conducted on the correspondence method.",ACBDE,ABCDE,ECDAB,ECBAD,,C,Easy
Q335,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,Choose the most logical order of sentences to construct a coherent paragraph.,"A. Who can trace to its first beginnings the love of Damon for Pythias, of David for Jonathan, of Swan for Edgar?\nB. Similarly with men.\nC. There is about great friendships between man and man a certain inevitability that can only be compared with the age old association of ham and eggs.\nD. One simply feels that it is one of the things that must be so.\nE. No one can say what was the mutual magnetism that brought the deathless partnership of these wholesome and palatable foodstuffs about.",ACBED,CEDBA,ACEBD,CEABD,,B,Easy
Q336,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,Choose the most logical order of sentences to construct a coherent paragraph.,"A. Events intervened, and in the late 1930s and 1940s, Germany suffered from ""over-branding"".\nB. The British used to be fascinated by the home of Romanticism.\nC. But reunification and the federal government's move to Berlin have prompted Germany to think again about its image.\nD. The first foreign package holiday was a tour of Germany organized by Thomas Cook in 1855.\nE. Since then, Germany has been understandably nervous about promoting itself abroad.",ACEBD,DECAB,BDAEC,DBAEC,,D,Easy
Q337,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,Choose the most logical order of sentences to construct a coherent paragraph.,"A. The wall does not simply divide Israel from a limo putative Palestinian state on the basis of the 1967 borders.\nB. A chilling omission from the road map is the gigantic 'separation wall' now being built in the West Bank by Israel.\nC. It is surrounded by trenches, electric wire and moats; there are watchtowers at regular intervals.\nD. It actually takes in new tracts of Palestinian land, sometimes five or six kilometres at a stretch.\nE. Almost a decade after the end of South African apartheid, this ghastly racist wall is going up with scarcely a peep from Israel's American allies who are going to pay for most of it.",BCADE,BADCE,AEDCB,ECADB,,B,Easy
Q338,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,Choose the most logical order of sentences to construct a coherent paragraph.,"A. Luckily the tide of battle moved elsewhere after the American victory at Midway and an Australian victory over Japan at Milne Bay.\nB. It could have been no more than a delaying tactic.\nC. The Australian military, knowing the position was hopeless, planned to fall back to the south- east in the hope of defending the main cities.\nD. They had captured most of the Solomon Islands and much of New Guinea, and seemed poised for an invasion.\nE. Not many people outside Australia realize how close the Japanese got.",EDCBA,ECDAB,ADCBE,CDBAE,,A,Easy
Q339,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,Choose the most logical order of sentences to construct a coherent paragraph.,"A. Call it the third wave sweeping the Indian media.\nB. Now, they are starring in a new role, as suave dealmakers who are in a hurry to strike alliances and agreements.\nC. Look around and you will find a host of deals that have been inked or are ready to be finalized.\nD. Then the media barons wrested back control from their editors, and turned marketing warriors with the brand as their missile.\nE. The first came with those magnificent men in their mahogany chambers who took on the world with their mighty fountain pens.",ACBED,CEBDA,CAEBD,AEDBC,,D,Easy
Q340,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,Choose the most logical order of sentences to construct a coherent paragraph.,"A. The celebrations of economic recovery in Washington may be as premature as that ""Mission Accomplished"" banner hung on the USS Abraham Lincoln to hail the end of the Iraq war.\nB. Meanwhile, in the real world, the struggles of families and communities continue unabated.\nC. Washington responded to the favourable turn in economic news with enthusiasm.\nD. The celebrations and high-fives up and down Pennsylvania Avenue are not to be found beyond the Beltway.\nE. When the third quarter GDP showed growth of 7.2% and the monthly unemployment rate dipped to 6%, euphoria gripped the US capital.",ACEDB,CEDAB,ECABD,ECBDA,,D,Easy
Q341,VARC,PARAGRAPH COMPLETION,Paragraph Completion,Choose the option that completes the paragraph in the most appropriate way.,"I am sometimes attacked for imposing 'rules'. Nothing could be further from the truth. I hate rules. All I do is report on how consumer react to different stimuli. I may say to a copywriter, ""Research shows that commercials with celebrities are below average in persuading people to buy products. Are you sure you want to use a celebrity?"" Call that a rule? Or I may say to an art director, ""Research suggests that if you set the copy in black type on a white background, more people will read it than if you set it in white type on a black background.""",Guidance based on applied research can hardly qualify as 'rules'.,"Thus, all my so called 'rules' are rooted in applied research.","A suggestion perhaps, but scarcely a rule.",Fundamentally it is about consumer behavior not about celebrities or type settings.,,C,Moderate
Q342,VARC,PARAGRAPH COMPLETION,Paragraph Completion,Choose the option that completes the paragraph in the most appropriate way.,"Relations between the factory and the dealer are distant and usually strained as the factory tries to force cars on the dealers to smooth out production. Relations between the dealer and the customer are equally strained because dealers continuously adjust prices make Ideals to adjust demand with supply while maximizing profits. This becomes a system marked by a lack of long-term commitment on either side, which maximize feelings of mistrust. In order to maximize their bargaining positions, everyone holds back information the dealer about the product and the consumer about his true desires.","As a result, 'deal making' becomes rampant, without concern for customer satisfaction.","As a result, inefficiencies creep into the supply chain.","As a result, everyone treats the other as an adversary, rather than as an ally.","As a result, fundamental innovations are becoming scarce in the automobile industry.","As a result, everyone loses in the long run.",E,Moderate
Q343,VARC,PARAGRAPH COMPLETION,Paragraph Completion,Choose the option that completes the paragraph in the most appropriate way.,"In the evolving world order, the comparative advantage of the United States lies in its military force. Diplomacy and international law have always been regarded as annoying encumbrances, unless they can be used to advantage against an enemy. Every active player in world affairs professes to seek only peace and to prefer negotiation to violence and coercion.","However, diplomacy has often been used as a mask by nations which intended to use force.","However, when the veil is lifted, we commonly see that diplomacy is understood as a disguise for the rule of force.","However, history has shown that many of these nations do not practice what they profess.","However, history tells us that peace is professed to vote by those who intend to use violence.","However, when unmasked, such nations reveal a penchant for the use of force.",B,Moderate
Q344,VARC,PARAGRAPH COMPLETION,Paragraph Completion,Choose the option that completes the paragraph in the most appropriate way.,"Age has a curvilinear relationship with the exploitation of opportunity. Initially, age will increase the likelihood that a person will exploit an entrepreneurial opportunity because people gather much of the knowledge necessary to exploit opportunities over the course of their lives, and because age provides credibility in transmitting that information to others. However, as people become older, their willingness to bear risks declines, their opportunity costs rise, and they become less receptive to new information.","As a result, people transmit more information rather than experiment with new ideas as they reach an advanced age.","As a result, people are reluctant to experiment with new ideas as they reach an advanced age.","As a result, only people with lower opportunity costs exploit opportunity when they reach an advanced age.","As a result, people become reluctant to exploit east entrepreneurial opportunities when they reach an advanced age.","As a result, people depend on credibility rather than on novelty as they reach an advanced age.",D,Moderate
Q345,VARC,PARAGRAPH COMPLETION,Paragraph Completion,Choose the option that completes the paragraph in the most appropriate way.,"We can usefully think of theoretical models as maps, which help us navigate unfamiliar territory. The most accurate map that it is possible to construct would be of no practical pause whatsoever, for it would be an exact replica, on exactly the same scale, of the place where we were. Good maps pull out the most important features and throw away a huge amount of much less valuable information. Of course, maps can be bad as well as good - witness the attempts by medieval Europe to produce a map of the world.","In the same way, a bad theory, no matter how impressive it may seem in principle, does little or nothing to help us understand a problem.","But good theories, just like good maps, are invaluable, even if they are simplified.","But good theories, just like good maps, will never represent unfamiliar concepts in detail.","But good theories, just like good maps, need to balance detail and feasibility of representation.","But good theories, just like good maps, are accurate only at a certain level of abstraction.",A,Moderate
Q346,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,"Arrange sentences A, B, C and D between sentences 1 and 6 to form a logical sequence.","1. Buddhism is a way to salvation.\nA. But Buddhism is more severely analytical.\nB. In the Christian tradition there is also a concern for the fate of human society conceived as a whole, rather than merely as a sum or network of individuals.\nC. Salvation is a property, or achievement of individuals.\nD. Not only does it dissolve society into individuals, the individual in turn is dissolved into component parts and instants, a stream of events.\n6. In modern terminology, Buddhist doctrine is reductionist.",ABDC,CBAD,BDAC,ABCD,,B,Difficult
Q347,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,"Arrange sentences A, B, C and D between sentences 1 and 6 to form a logical sequence.","1. The problem of improving Indian agriculture is both a sociological and an administrative one.\nA. It also appears that there is a direct relationship between the size of a state and development.\nB. The issues of Indian development, and the big old problem of India's agricultural sector, will remain with us long into the next century.\nC. Without improving Indian agriculture, no liberalisation and delicensing will be able to help India.\nD. At the end of the day, there has to be a ferment and movement of life and action in the vast segment of rural India.\n6. When it starts marching, India will fly.",DABC,CDBA,ACDB,ABCD,,D,Difficult
Q348,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,"Arrange sentences A, B, C and D between sentences 1 and 6 to form a logical sequence.","1. Good literary magazines have always been good because of their editors.\nA. Furthermore, to edit by committee, as it were, would prevent any magazine from finding its own identity.\nB. The more quirky and idiosyncratic they have been, the better the magazine is, at least as a general rule.\nC. But the number of editors one can have for a magazine should also be determined by the number of contributions to it.\nD. To have four editors for an issue that contains only seven contributions, it is a bit silly to start with.\n6. However, in spite of this anomaly, the magazine does acquire merit in its attempt to give a comprehensive view of the Indian literary scene as it is today.",ABCD,BCDA,ABDC,CBAD,,B,Difficult
Q349,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,"Arrange sentences A, B, C and D between sentences 1 and 6 to form a logical sequence.","1. It is the success story of the Indian expatriate in the US which today hogs much of the media coverage in India.\nA. East and West, the twain have met quite comfortably in their person, thank you.\nB. Especially in its more recent romancing-the-NRI phase.\nC. Seldom does the price of getting there more like not getting there or what's going on behind those sunny smiles get so much media hype.\nD. Well groomed, with their perfect Colgate smiles, and hair in place, they appear the picture of confidence which comes from having arrived.\n6. The festival of feature films and documentaries made by Americans of Indian descent being screened this fortnight, goes a long way in filling those gaps.",ACBD,DABC,BDAC,ABCD,,C,Difficult
,,,,,,,,,,,,
Q350,VARC,READING COMPREHENSION,Passage-Based MCQ,Jehangir was called an emperor because,Many years ago there lived in India a great king called Jehangir. He ruled over a very big kingdom or empire. So he was called an emperor. The emperor wanted to be just to all his subjects. He ordered his soldiers to tie a big bell in front of the palace. Then he sent the soldiers to every part of the empire. They announced that if the people had any complaint they could come to the palace and ring the bell. The emperor himself would listen to their complaints. He would give them justice.,he was a great king,he ruled over a very big kingdom,he lived in India,he lived in a big empire many years ago,,B,Very Easy
Q351,VARC,READING COMPREHENSION,Passage-Based MCQ,What was the desire of Jehangir?,Many years ago there lived in India a great king called Jehangir. He ruled over a very big kingdom or empire. So he was called an emperor. The emperor wanted to be just to all his subjects. He ordered his soldiers to tie a big bell in front of the palace. Then he sent the soldiers to every part of the empire. They announced that if the people had any complaint they could come to the palace and ring the bell. The emperor himself would listen to their complaints. He would give them justice.,To order his soldiers.,To make many conquests.,To be just to his subjects.,To rule over a very big kingdom.,,C,Very Easy
Q352,VARC,READING COMPREHENSION,Passage-Based MCQ,The soldiers...,Many years ago there lived in India a great king called Jehangir. He ruled over a very big kingdom or empire. So he was called an emperor. The emperor wanted to be just to all his subjects. He ordered his soldiers to tie a big bell in front of the palace. Then he sent the soldiers to every part of the empire. They announced that if the people had any complaint they could come to the palace and ring the bell. The emperor himself would listen to their complaints. He would give them justice.,called all the people.,arrested all the criminals.,rode away to a distant land.,tied a big bell in front of the palace.,,D,Very Easy
Q353,VARC,READING COMPREHENSION,Passage-Based MCQ,Complaint means,Many years ago there lived in India a great king called Jehangir. He ruled over a very big kingdom or empire. So he was called an emperor. The emperor wanted to be just to all his subjects. He ordered his soldiers to tie a big bell in front of the palace. Then he sent the soldiers to every part of the empire. They announced that if the people had any complaint they could come to the palace and ring the bell. The emperor himself would listen to their complaints. He would give them justice.,complete,complexity,objections,disaster,,C,Very Easy
Q354,VARC,READING COMPREHENSION,Passage-Based MCQ,The people would ring the bell if,Many years ago there lived in India a great king called Jehangir. He ruled over a very big kingdom or empire. So he was called an emperor. The emperor wanted to be just to all his subjects. He ordered his soldiers to tie a big bell in front of the palace. Then he sent the soldiers to every part of the empire. They announced that if the people had any complaint they could come to the palace and ring the bell. The emperor himself would listen to their complaints. He would give them justice.,they were arrested,they went to the palace.,they had any wealth.,they wanted justice.,,D,Very Easy
Q355,VARC,READING COMPREHENSION,Passage-Based MCQ,Modern medicine is primarily concerned with,"In the world have we made health an end in itself? We have forgotten that health is really a means to enable a person to do his work and do it well. A lot of modern medicine is concerned with promotion of good health. Many patients as well as many physicians pay very little attention to health; but very much attention to health makes some people imagine that they are ill. Our great concern with health is shown by the medical columns in newspaper, the health articles in popular magazines and the popularity of the television programme and all those books on medicine. We talk about health all the time. Yet, for the most only result is more people are with imaginary illnesses. The healthy man should not be wasting any time talking about health, he should be using health for work, the work he does and the work that good health makes possible.",promotion of good health.,people suffering from imaginary illnesses.,people suffering from real illnesses.,increased efficiency in work,,A,Very Easy
Q356,VARC,READING COMPREHENSION,Passage-Based MCQ,A healthy man should be concerned with,"In the world have we made health an end in itself? We have forgotten that health is really a means to enable a person to do his work and do it well. A lot of modern medicine is concerned with promotion of good health. Many patients as well as many physicians pay very little attention to health; but very much attention to health makes some people imagine that they are ill. Our great concern with health is shown by the medical columns in newspaper, the health articles in popular magazines and the popularity of the television programme and all those books on medicine. We talk about health all the time. Yet, for the most only result is more people are with imaginary illnesses. The healthy man should not be wasting any time talking about health, he should be using health for work, the work he does and the work that good health makes possible.",his work which good health makes possible.,looking after his health.,his health which makes work possible.,talking about health.,,A,Very Easy
Q357,VARC,READING COMPREHENSION,Passage-Based MCQ,Talking about health all the time makes people,"In the world have we made health an end in itself? We have forgotten that health is really a means to enable a person to do his work and do it well. A lot of modern medicine is concerned with promotion of good health. Many patients as well as many physicians pay very little attention to health; but very much attention to health makes some people imagine that they are ill. Our great concern with health is shown by the medical columns in newspaper, the health articles in popular magazines and the popularity of the television programme and all those books on medicine. We talk about health all the time. Yet, for the most only result is more people are with imaginary illnesses. The healthy man should not be wasting any time talking about health, he should be using health for work, the work he does and the work that good health makes possible.",always suffer from imaginary illnesses.,sometimes suffer from imaginary illnesses.,rarely suffer from imaginary illnesses.,often suffer from imaginary illnesses.,,D,Very Easy
Q358,VARC,READING COMPREHENSION,Passage-Based MCQ,The passage suggests that,"In the world have we made health an end in itself? We have forgotten that health is really a means to enable a person to do his work and do it well. A lot of modern medicine is concerned with promotion of good health. Many patients as well as many physicians pay very little attention to health; but very much attention to health makes some people imagine that they are ill. Our great concern with health is shown by the medical columns in newspaper, the health articles in popular magazines and the popularity of the television programme and all those books on medicine. We talk about health all the time. Yet, for the most only result is more people are with imaginary illnesses. The healthy man should not be wasting any time talking about health, he should be using health for work, the work he does and the work that good health makes possible.",health is an end in itself.,health is a blessing.,health is only a means to an end.,we should not talk about health.,,C,Very Easy
Q359,VARC,READING COMPREHENSION,Passage-Based MCQ,The passage tells us,"In the world have we made health an end in itself? We have forgotten that health is really a means to enable a person to do his work and do it well. A lot of modern medicine is concerned with promotion of good health. Many patients as well as many physicians pay very little attention to health; but very much attention to health makes some people imagine that they are ill. Our great concern with health is shown by the medical columns in newspaper, the health articles in popular magazines and the popularity of the television programme and all those books on medicine. We talk about health all the time. Yet, for the most only result is more people are with imaginary illnesses. The healthy man should not be wasting any time talking about health, he should be using health for work, the work he does and the work that good health makes possible.",how medicines should be manufactured.,what a healthy man should or should not do.,what the television programmes should be about.,how best to imagine illnesses.,,B,Very Easy
Q360,VARC,READING COMPREHENSION,Passage-Based MCQ,The author portrays mankind as,"To avoid the various foolish opinions to which mankind are prone, no superhuman brain is required. A few simple rules will keep you free, not from all errors, but from silly errors. If the matter is one that can be settled by observation, make the observation yourself. Aristotle could have avoided the mistake of thinking that women have fewer teeth than men, by the simple device of asking Mrs. Aristotle to keep her mouth open while he counted. Thinking that you know when in fact you do not is a bad mistake, to which we are all prone. I believe myself that hedgehogs eat black beetles. because I have been told that they do: but if I were writing a book on the habits of hedgehogs, I should not commit myself until I had seen one enjoying this diet. Aristotle, however, was less cautious. Ancient and medieval writers knew all about unicorns and salamanders; not one of them thought it necessary to avoid dogmatic statements about them because he had never seen one of them.",superhuman,by and large ignorant,intelligent,ancient,,B,Easy
Q361,VARC,READING COMPREHENSION,Passage-Based MCQ,"According to the author, unicorns and salamanders","To avoid the various foolish opinions to which mankind are prone, no superhuman brain is required. A few simple rules will keep you free, not from all errors, but from silly errors. If the matter is one that can be settled by observation, make the observation yourself. Aristotle could have avoided the mistake of thinking that women have fewer teeth than men, by the simple device of asking Mrs. Aristotle to keep her mouth open while he counted. Thinking that you know when in fact you do not is a bad mistake, to which we are all prone. I believe myself that hedgehogs eat black beetles. because I have been told that they do: but if I were writing a book on the habits of hedgehogs, I should not commit myself until I had seen one enjoying this diet. Aristotle, however, was less cautious. Ancient and medieval writers knew all about unicorns and salamanders; not one of them thought it necessary to avoid dogmatic statements about them because he had never seen one of them.",have existed in the past,are invisible,caused writers to write strange stories.,never really existed,,D,Easy
Q362,VARC,READING COMPREHENSION,Passage-Based MCQ,The author implies that,"To avoid the various foolish opinions to which mankind are prone, no superhuman brain is required. A few simple rules will keep you free, not from all errors, but from silly errors. If the matter is one that can be settled by observation, make the observation yourself. Aristotle could have avoided the mistake of thinking that women have fewer teeth than men, by the simple device of asking Mrs. Aristotle to keep her mouth open while he counted. Thinking that you know when in fact you do not is a bad mistake, to which we are all prone. I believe myself that hedgehogs eat black beetles. because I have been told that they do: but if I were writing a book on the habits of hedgehogs, I should not commit myself until I had seen one enjoying this diet. Aristotle, however, was less cautious. Ancient and medieval writers knew all about unicorns and salamanders; not one of them thought it necessary to avoid dogmatic statements about them because he had never seen one of them.",he has never seen hedgehogs eating beetles,hedgehogs eat only black beetles,they do not eat black beetles,he is writing a book on hedgehogs.,,A,Easy
Q363,VARC,READING COMPREHENSION,Passage-Based MCQ,The author is in favour of drawing conclusions on the basis of,"To avoid the various foolish opinions to which mankind are prone, no superhuman brain is required. A few simple rules will keep you free, not from all errors, but from silly errors. If the matter is one that can be settled by observation, make the observation yourself. Aristotle could have avoided the mistake of thinking that women have fewer teeth than men, by the simple device of asking Mrs. Aristotle to keep her mouth open while he counted. Thinking that you know when in fact you do not is a bad mistake, to which we are all prone. I believe myself that hedgehogs eat black beetles. because I have been told that they do: but if I were writing a book on the habits of hedgehogs, I should not commit myself until I had seen one enjoying this diet. Aristotle, however, was less cautious. Ancient and medieval writers knew all about unicorns and salamanders; not one of them thought it necessary to avoid dogmatic statements about them because he had never seen one of them.",discussion,consultation,observation,reasoning,,C,Easy
Q364,VARC,READING COMPREHENSION,Passage-Based MCQ,The attitude of the author is,"To avoid the various foolish opinions to which mankind are prone, no superhuman brain is required. A few simple rules will keep you free, not from all errors, but from silly errors. If the matter is one that can be settled by observation, make the observation yourself. Aristotle could have avoided the mistake of thinking that women have fewer teeth than men, by the simple device of asking Mrs. Aristotle to keep her mouth open while he counted. Thinking that you know when in fact you do not is a bad mistake, to which we are all prone. I believe myself that hedgehogs eat black beetles. because I have been told that they do: but if I were writing a book on the habits of hedgehogs, I should not commit myself until I had seen one enjoying this diet. Aristotle, however, was less cautious. Ancient and medieval writers knew all about unicorns and salamanders; not one of them thought it necessary to avoid dogmatic statements about them because he had never seen one of them.",cultural,scientific,cynical,philosophical,,B,Easy
Q365,VARC,READING COMPREHENSION,Passage-Based MCQ,"What are the other activities of Peter Pan, the age- less boy who can fly?","Peter Pan is a character created by Scottish novelist and playwright JM Barrie. A mischievous boy who can fly and who never ages, Peter Pan spends his never-ending childhood adventuring on the small island of Neverland as the leader of his gang the Lost Boys, interacting with mermaids, Native Americans, fairies, pirates, and occasionally ordinary children from the world outside of Neverland. In addition to two distinct works by Barrie, the character has been featured in a variety of media and merchandise, both adapting and expanding on Barrie's works. Peter Pan first appeared in a section of The Little White Bird, a 1902 novel written by Barrie for adults. The character's best-known adventure debuted on 27 December 1904, in the stage play Peter Pan, or The Boy Who Wouldn't Grow Up. The play was adapted and expanded somewhat as a novel, published in 1911 as Peter and Wendy.",Interacting with ordinary children from outside Neverland,Interacting with fairies and mermaids,Interacting with J. M. Barrie,"Interacting with mermaids, native Americans, fairies, and ordinary children from outside Neverland",,D,Easy
Q366,VARC,READING COMPREHENSION,Passage-Based MCQ,Peter and Wendy was a _____.,"Peter Pan is a character created by Scottish novelist and playwright JM Barrie. A mischievous boy who can fly and who never ages, Peter Pan spends his never-ending childhood adventuring on the small island of Neverland as the leader of his gang the Lost Boys, interacting with mermaids, Native Americans, fairies, pirates, and occasionally ordinary children from the world outside of Neverland. In addition to two distinct works by Barrie, the character has been featured in a variety of media and merchandise, both adapting and expanding on Barrie's works. Peter Pan first appeared in a section of The Little White Bird, a 1902 novel written by Barrie for adults. The character's best-known adventure debuted on 27 December 1904, in the stage play Peter Pan, or The Boy Who Wouldn't Grow Up. The play was adapted and expanded somewhat as a novel, published in 1911 as Peter and Wendy.",play,novel,short-story,film,,B,Easy
Q367,VARC,READING COMPREHENSION,Passage-Based MCQ,"J. M. Barrie's creation, Peter Pan, featured-in addition to play in _____ .","Peter Pan is a character created by Scottish novelist and playwright JM Barrie. A mischievous boy who can fly and who never ages, Peter Pan spends his never-ending childhood adventuring on the small island of Neverland as the leader of his gang the Lost Boys, interacting with mermaids, Native Americans, fairies, pirates, and occasionally ordinary children from the world outside of Neverland. In addition to two distinct works by Barrie, the character has been featured in a variety of media and merchandise, both adapting and expanding on Barrie's works. Peter Pan first appeared in a section of The Little White Bird, a 1902 novel written by Barrie for adults. The character's best-known adventure debuted on 27 December 1904, in the stage play Peter Pan, or The Boy Who Wouldn't Grow Up. The play was adapted and expanded somewhat as a novel, published in 1911 as Peter and Wendy.",novels,"novels, media and merchandise",media and merchandise,None of the above,,B,Easy
Q368,VARC,READING COMPREHENSION,Passage-Based MCQ,Mermaids are legendary aquatic creatures with,"Peter Pan is a character created by Scottish novelist and playwright JM Barrie. A mischievous boy who can fly and who never ages, Peter Pan spends his never-ending childhood adventuring on the small island of Neverland as the leader of his gang the Lost Boys, interacting with mermaids, Native Americans, fairies, pirates, and occasionally ordinary children from the world outside of Neverland. In addition to two distinct works by Barrie, the character has been featured in a variety of media and merchandise, both adapting and expanding on Barrie's works. Peter Pan first appeared in a section of The Little White Bird, a 1902 novel written by Barrie for adults. The character's best-known adventure debuted on 27 December 1904, in the stage play Peter Pan, or The Boy Who Wouldn't Grow Up. The play was adapted and expanded somewhat as a novel, published in 1911 as Peter and Wendy.",body of a fish and tail of a spaniel,body of a woman and tail of a spaniel,body of a woman and tail of a fish,body of spaniel and tail of a fish,,C,Easy
Q369,VARC,READING COMPREHENSION,Passage-Based MCQ,The stage play Peter Pan was performed in,"Peter Pan is a character created by Scottish novelist and playwright JM Barrie. A mischievous boy who can fly and who never ages, Peter Pan spends his never-ending childhood adventuring on the small island of Neverland as the leader of his gang the Lost Boys, interacting with mermaids, Native Americans, fairies, pirates, and occasionally ordinary children from the world outside of Neverland. In addition to two distinct works by Barrie, the character has been featured in a variety of media and merchandise, both adapting and expanding on Barrie's works. Peter Pan first appeared in a section of The Little White Bird, a 1902 novel written by Barrie for adults. The character's best-known adventure debuted on 27 December 1904, in the stage play Peter Pan, or The Boy Who Wouldn't Grow Up. The play was adapted and expanded somewhat as a novel, published in 1911 as Peter and Wendy.",1902,1911,1904,1912,,C,Easy
Q370,VARC,READING COMPREHENSION,Passage-Based MCQ,What is the assumption made by Strauss and Howe?,"Authors William Strauss and Neil Howe are known for their theories about cycles of generations in American history... They state that adjacent generations do is and similar lives, and that each generation ages as a singular cohort as time moves forward...",Alternate generations live similar lives.,Four generations co-exist at one and the same time.,The cycles of generations share some common features and moods.,Each constellational era corresponds to recurring types of historical events and moods.,,D,Moderate
Q371,VARC,READING COMPREHENSION,Passage-Based MCQ,What is the dissimilarity between adjacent generations?,"Authors William Strauss and Neil Howe are known for their theories about cycles of generations in American history... They state that adjacent generations do is and similar lives, and that each generation ages as a singular cohort as time moves forward...",Adjacent generations do not live similar lives.,Each generation focuses on its specific traits.,Adjacent generations are not influenced by each other.,Adjacent generations are not in touch with each other.,,A,Moderate
Q372,VARC,READING COMPREHENSION,Passage-Based MCQ,According to the passage which of the following statements can be inferred?,"Authors William Strauss and Neil Howe are known for their theories about cycles of generations in American history... The four generational archetypes identified by Strauss are Idealist, Reactive, Civic and Adaptive...",Idealists are one generation younger than the Reactives.,Adaptives are elders when Civics are midlifers.,"When Reactives are adults, Civics are youths.",Reactives are one generation younger than the Civics.,,C,Moderate
Q373,VARC,READING COMPREHENSION,Passage-Based MCQ,"According to the passage, what happens to the Civic generation as its members enter midlife?","Authors William Strauss and Neil Howe are known for their theories about cycles of generations in American history... Civics grow up ""increasingly protected youths after a spiritual awakening,"" become ""a heroic and achieving cadre of young adults,"" build institutions as midlifers, and ""emerge as busy midlifers, attacked by the next spiritual awakening.""","It is attacked by Idealists, who are coming of age.","It is attacked by Idealists, who are visionary elders.","It is attacked by Adaptives, who are rising adults.","It is attacked by Adaptives, who are youths.",,B,Moderate
Q374,VARC,READING COMPREHENSION,Passage-Based MCQ,Pragmatic most closely means,"Authors William Strauss and Neil Howe are known for their theories about cycles of generations in American history... Reactives grow up ""under protected and criticized youths during a spiritual awakening."" mature into risk taking adults, mellow into ""pragmatic midlife leaders during a secular crisis,"" and become reclusive elders.",behaving in a reckless way.,acting in a practical way.,acting on the basis of principle.,behaving in a reclusive way.,,B,Moderate
